Accident_ID,Date,Time,Latitude,Longitude,Severity,Weather,Road_Type,Vehicles_Involved,Casualties,Alcohol_Involved,Crash_Type,Accident_Cause,Hit_and_Run,Intersection_Type,Urban_Rural,Road_Lighting,Speed_Limits,Traffic_Volume,Driver_Age_Group,Driver_Gender,Emergency_Response_Time,Distance_to_Hospital,Injury_Type,Season,Day_Night,Event_Occurrence,Traffic_Camera_Footage,Vehicle_Type,Vehicle_Age,Data_Source_Link
A-1437,15-02-2024,15:18:07,18.58526431,73.83100403,Moderate,Stormy,Intersection,1,3,FALSE,Head-on,Distracted Driving,FALSE,Y-junction,Urban,Dimly-lit,40,4775,18-25,Male,55,16,Major,Monsoon,Night,FALSE,TRUE,Car,10,http://trafficdata.pune.example
A-1438,24-11-2024,13:23:18,18.47472461,73.92209797,Low,Stormy,Local Road,1,1,FALSE,Rollover,Weather Conditions,FALSE,Crosswalk,Rural,Well-lit,50,4218,40-60,Male,27,22,Minor,Winter,Day,FALSE,FALSE,Motorcycle,6,http://trafficdata.pune.example
A-1439,13-11-2024,15:00:40,18.47997149,73.88708014,Low,Cloudy,Intersection,2,3,FALSE,Rear-end,Drunk Driving,FALSE,No Intersection,Urban,Dimly-lit,80,4042,18-25,Male,22,24,Minor,Monsoon,Night,FALSE,FALSE,Bus,7,http://trafficdata.pune.example
A-1440,15-05-2024,21:09:07,18.47597656,73.8334057,Low,Stormy,Local Road,5,1,TRUE,Pedestrian,Weather Conditions,FALSE,Y-junction,Urban,Dimly-lit,50,2833,18-25,Male,7,13,Minor,Summer,Night,TRUE,FALSE,Truck,1,http://trafficdata.pune.example
A-1441,01-10-2024,11:15:52,18.53635178,73.83299156,Low,Foggy,Expressway,3,1,FALSE,Head-on,Road Condition,TRUE,Roundabout,Rural,Well-lit,60,1850,18-25,Male,27,8,Minor,Winter,Day,FALSE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-1442,19-10-2024,06:41:21,18.5808896,73.88568721,Low,Foggy,Local Road,5,4,FALSE,Head-on,Drunk Driving,FALSE,Crosswalk,Urban,No lighting,100,3190,40-60,Male,16,16,Minor,Winter,Day,TRUE,FALSE,Bicycle,2,http://trafficdata.pune.example
A-1443,18-07-2024,12:58:06,18.47644293,73.83595382,Low,Stormy,Highway,1,1,FALSE,Rollover,Drunk Driving,FALSE,Roundabout,Urban,Well-lit,60,3770,Above 60,Male,24,29,Major,Summer,Day,FALSE,FALSE,Bicycle,12,http://trafficdata.pune.example
A-1444,30-04-2024,04:08:47,18.59226989,73.79640947,Low,Foggy,Local Road,2,2,FALSE,Pedestrian,Speeding,TRUE,No Intersection,Urban,Well-lit,60,3342,40-60,Male,26,8,Minor,Monsoon,Day,TRUE,TRUE,Car,7,http://trafficdata.pune.example
A-1445,22-12-2024,13:45:22,18.55988487,73.86513749,Severe,Rainy,Expressway,1,1,FALSE,Pedestrian,Distracted Driving,FALSE,T-junction,Urban,No lighting,80,3804,18-25,Male,29,12,Major,Monsoon,Night,FALSE,TRUE,Car,18,http://trafficdata.pune.example
A-1446,05-07-2024,07:01:08,18.55643777,73.81135502,Low,Cloudy,Residential,2,2,FALSE,Side-impact,Weather Conditions,TRUE,Roundabout,Urban,No lighting,60,4811,Above 60,Male,36,10,Minor,Monsoon,Night,FALSE,FALSE,Motorcycle,11,http://trafficdata.pune.example
A-1447,29-05-2024,17:33:06,18.50173889,73.81057964,Low,Clear,Intersection,2,2,FALSE,Pedestrian,Distracted Driving,FALSE,No Intersection,Urban,Well-lit,30,1611,Below 18,Female,5,8,Minor,Winter,Day,FALSE,FALSE,Pedestrian,8,http://trafficdata.pune.example
A-1448,05-10-2024,00:13:06,18.5119574,73.78997629,Moderate,Foggy,Local Road,5,0,FALSE,Rear-end,Road Condition,FALSE,T-junction,Urban,Well-lit,60,3112,40-60,Female,29,21,Minor,Winter,Day,FALSE,TRUE,Car,17,http://trafficdata.pune.example
A-1449,20-12-2024,20:11:10,18.51906113,73.88047546,Low,Stormy,Residential,5,1,FALSE,Head-on,Speeding,TRUE,No Intersection,Rural,Well-lit,50,2685,Below 18,Male,59,3,Minor,Winter,Night,FALSE,FALSE,Motorcycle,12,http://trafficdata.pune.example
A-1450,23-12-2024,12:59:30,18.4877813,73.75201025,Low,Stormy,Intersection,1,0,FALSE,Head-on,Weather Conditions,TRUE,Crosswalk,Rural,Well-lit,40,2856,Above 60,Male,35,26,Major,Winter,Night,FALSE,TRUE,Car,13,http://trafficdata.pune.example
A-1451,23-02-2024,15:20:09,18.53515221,73.75708009,Moderate,Cloudy,Residential,5,4,FALSE,Head-on,Weather Conditions,TRUE,No Intersection,Rural,Well-lit,30,2986,40-60,Male,53,17,Major,Winter,Night,FALSE,FALSE,Bus,2,http://trafficdata.pune.example
A-1452,09-10-2024,21:28:47,18.59133182,73.84891041,Moderate,Cloudy,Highway,5,2,FALSE,Side-impact,Speeding,FALSE,Y-junction,Urban,Well-lit,60,4563,25-40,Male,51,24,Minor,Winter,Day,FALSE,FALSE,Bus,17,http://trafficdata.pune.example
A-1453,29-07-2024,12:19:05,18.47069794,73.80049571,Severe,Clear,Intersection,4,4,FALSE,Pedestrian,Road Condition,FALSE,Y-junction,Urban,Dimly-lit,80,3520,25-40,Female,59,20,Minor,Monsoon,Day,FALSE,FALSE,Bicycle,4,http://trafficdata.pune.example
A-1454,22-04-2024,11:16:35,18.6028957,73.80810376,Severe,Stormy,Highway,3,0,TRUE,Rear-end,Drunk Driving,FALSE,No Intersection,Rural,No lighting,60,3354,Above 60,Female,57,16,Minor,Monsoon,Day,FALSE,FALSE,Motorcycle,3,http://trafficdata.pune.example
A-1455,21-10-2024,07:59:31,18.48722903,73.9204224,Low,Foggy,Local Road,4,2,FALSE,Rear-end,Weather Conditions,FALSE,Y-junction,Urban,Dimly-lit,30,4906,18-25,Female,32,9,Minor,Winter,Day,FALSE,FALSE,Car,9,http://trafficdata.pune.example
A-1456,30-09-2024,04:57:08,18.46987026,73.88185801,Low,Cloudy,Residential,2,3,FALSE,Side-impact,Drunk Driving,TRUE,Roundabout,Urban,Well-lit,100,1158,25-40,Female,20,29,Minor,Monsoon,Day,TRUE,TRUE,Car,6,http://trafficdata.pune.example
A-1457,31-10-2024,00:43:40,18.62587143,73.90501986,Severe,Rainy,Highway,5,2,FALSE,Side-impact,Road Condition,FALSE,No Intersection,Rural,Well-lit,40,3426,Below 18,Female,38,24,Minor,Monsoon,Night,FALSE,FALSE,Motorcycle,17,http://trafficdata.pune.example
A-1458,04-02-2024,03:10:40,18.60821926,73.89011094,Moderate,Cloudy,Expressway,3,1,FALSE,Rollover,Speeding,FALSE,T-junction,Urban,Well-lit,30,2647,Above 60,Male,17,19,Minor,Summer,Night,FALSE,FALSE,Pedestrian,15,http://trafficdata.pune.example
A-1459,06-12-2024,01:37:39,18.48095123,73.79634962,Low,Rainy,Expressway,2,1,FALSE,Side-impact,Weather Conditions,FALSE,Y-junction,Rural,Well-lit,50,3376,Below 18,Male,22,20,Minor,Monsoon,Day,FALSE,FALSE,Motorcycle,4,http://trafficdata.pune.example
A-1460,18-01-2024,01:27:18,18.49745409,73.90601155,Severe,Cloudy,Highway,5,2,FALSE,Pedestrian,Drunk Driving,FALSE,Roundabout,Rural,No lighting,30,2173,25-40,Male,51,18,Minor,Summer,Day,FALSE,TRUE,Bus,14,http://trafficdata.pune.example
A-1461,28-12-2024,07:25:31,18.62005975,73.91951918,Moderate,Rainy,Expressway,5,4,FALSE,Head-on,Road Condition,FALSE,Y-junction,Urban,Well-lit,70,3692,Above 60,Male,38,11,Minor,Summer,Night,FALSE,TRUE,Bicycle,9,http://trafficdata.pune.example
A-1462,25-09-2024,03:41:41,18.521469,73.79398344,Moderate,Clear,Residential,3,1,FALSE,Rollover,Distracted Driving,FALSE,Y-junction,Rural,No lighting,80,1814,Above 60,Male,12,12,Major,Monsoon,Night,FALSE,FALSE,Truck,5,http://trafficdata.pune.example
A-1463,03-06-2024,11:37:50,18.64221722,73.83317733,Low,Clear,Residential,1,0,FALSE,Head-on,Road Condition,FALSE,No Intersection,Urban,No lighting,40,1870,Below 18,Male,39,29,Minor,Monsoon,Day,TRUE,FALSE,Car,15,http://trafficdata.pune.example
A-1464,26-07-2024,03:15:24,18.59446875,73.89917836,Low,Clear,Local Road,3,0,FALSE,Pedestrian,Speeding,FALSE,Y-junction,Rural,Well-lit,80,2026,25-40,Male,15,2,Minor,Summer,Night,FALSE,FALSE,Truck,6,http://trafficdata.pune.example
A-1465,06-06-2024,07:07:22,18.45636462,73.87279679,Low,Stormy,Intersection,4,3,FALSE,Head-on,Road Condition,FALSE,Roundabout,Rural,Dimly-lit,80,1146,Below 18,Male,33,25,Minor,Monsoon,Day,TRUE,FALSE,Pedestrian,12,http://trafficdata.pune.example
A-1466,19-02-2024,21:43:34,18.45227137,73.8708012,Moderate,Foggy,Expressway,3,0,FALSE,Pedestrian,Distracted Driving,FALSE,Roundabout,Urban,No lighting,70,2832,Above 60,Male,18,16,Minor,Winter,Day,FALSE,FALSE,Car,3,http://trafficdata.pune.example
A-1467,01-02-2024,19:12:23,18.50196921,73.9481855,Low,Clear,Local Road,5,3,TRUE,Side-impact,Road Condition,FALSE,No Intersection,Urban,Well-lit,70,4708,Below 18,Female,35,7,Major,Summer,Day,FALSE,FALSE,Motorcycle,18,http://trafficdata.pune.example
A-1468,02-07-2024,22:30:29,18.48969578,73.76618016,Severe,Clear,Residential,3,2,FALSE,Pedestrian,Speeding,FALSE,Crosswalk,Urban,Well-lit,100,3893,Below 18,Female,54,6,Minor,Monsoon,Day,FALSE,FALSE,Bus,6,http://trafficdata.pune.example
A-1469,22-05-2024,20:25:21,18.52272748,73.7968087,Low,Rainy,Local Road,1,0,FALSE,Rear-end,Weather Conditions,FALSE,No Intersection,Urban,No lighting,70,1374,18-25,Male,54,21,Fatal,Summer,Night,FALSE,FALSE,Bicycle,9,http://trafficdata.pune.example
A-1470,19-10-2024,00:30:25,18.64550825,73.89159986,Low,Foggy,Local Road,2,0,FALSE,Side-impact,Weather Conditions,FALSE,Roundabout,Rural,No lighting,100,3283,25-40,Male,28,28,Minor,Summer,Night,FALSE,FALSE,Truck,6,http://trafficdata.pune.example
A-1471,18-08-2024,02:40:06,18.5921684,73.85046829,Low,Foggy,Local Road,1,2,FALSE,Side-impact,Distracted Driving,TRUE,No Intersection,Urban,Well-lit,40,3341,18-25,Male,24,21,Major,Summer,Night,FALSE,FALSE,Pedestrian,4,http://trafficdata.pune.example
A-1472,25-06-2024,11:51:16,18.6196243,73.7564053,Moderate,Foggy,Local Road,2,0,FALSE,Rear-end,Distracted Driving,FALSE,Y-junction,Urban,No lighting,60,3169,40-60,Female,19,14,Major,Summer,Night,FALSE,FALSE,Pedestrian,17,http://trafficdata.pune.example
A-1473,25-09-2024,23:34:33,18.51239342,73.78701477,Moderate,Cloudy,Highway,1,1,FALSE,Rear-end,Drunk Driving,FALSE,No Intersection,Urban,Well-lit,80,3092,Below 18,Male,46,15,Minor,Summer,Day,FALSE,FALSE,Car,5,http://trafficdata.pune.example
A-1474,09-04-2024,20:22:01,18.51734161,73.86515483,Severe,Foggy,Residential,5,3,FALSE,Side-impact,Drunk Driving,FALSE,No Intersection,Urban,No lighting,60,2156,25-40,Female,40,23,Minor,Monsoon,Day,FALSE,TRUE,Pedestrian,9,http://trafficdata.pune.example
A-1475,13-05-2024,11:21:05,18.62144879,73.82308049,Moderate,Clear,Intersection,4,1,FALSE,Side-impact,Drunk Driving,FALSE,Crosswalk,Rural,Well-lit,50,4168,Above 60,Male,8,16,Minor,Monsoon,Day,TRUE,TRUE,Motorcycle,13,http://trafficdata.pune.example
A-1476,08-01-2024,20:54:54,18.57417643,73.89939405,Severe,Clear,Intersection,1,3,TRUE,Head-on,Speeding,TRUE,No Intersection,Urban,Dimly-lit,100,1988,25-40,Male,9,11,Minor,Summer,Day,TRUE,FALSE,Bicycle,12,http://trafficdata.pune.example
A-1477,16-01-2024,19:44:39,18.50525546,73.86363358,Low,Cloudy,Highway,3,2,FALSE,Pedestrian,Road Condition,FALSE,Crosswalk,Urban,Dimly-lit,40,2306,25-40,Other,45,5,Major,Summer,Day,FALSE,FALSE,Pedestrian,8,http://trafficdata.pune.example
A-1478,08-02-2024,07:21:41,18.55678214,73.91635054,Moderate,Cloudy,Local Road,5,4,FALSE,Side-impact,Speeding,FALSE,T-junction,Rural,Dimly-lit,70,1668,18-25,Female,45,23,Minor,Winter,Day,FALSE,FALSE,Bicycle,0,http://trafficdata.pune.example
A-1479,04-03-2024,18:38:19,18.6131354,73.85974657,Moderate,Rainy,Highway,1,3,FALSE,Rollover,Speeding,TRUE,Y-junction,Urban,No lighting,50,3744,40-60,Female,9,3,Minor,Monsoon,Night,FALSE,TRUE,Bus,1,http://trafficdata.pune.example
A-1480,04-01-2024,13:37:01,18.5163606,73.75470378,Moderate,Rainy,Expressway,5,1,FALSE,Head-on,Drunk Driving,FALSE,Crosswalk,Urban,Dimly-lit,50,1332,40-60,Female,5,19,Major,Summer,Day,FALSE,FALSE,Car,16,http://trafficdata.pune.example
A-1481,15-01-2024,01:49:12,18.45823294,73.92104582,Moderate,Foggy,Expressway,2,1,FALSE,Rollover,Drunk Driving,FALSE,Crosswalk,Urban,No lighting,70,4228,18-25,Female,55,7,Minor,Winter,Night,FALSE,FALSE,Car,10,http://trafficdata.pune.example
A-1482,29-02-2024,11:07:06,18.54562884,73.90180949,Severe,Cloudy,Highway,4,2,FALSE,Side-impact,Speeding,FALSE,Y-junction,Rural,Dimly-lit,60,1221,25-40,Male,28,26,Minor,Monsoon,Night,FALSE,FALSE,Truck,16,http://trafficdata.pune.example
A-1483,10-04-2024,05:02:08,18.49187775,73.77183749,Moderate,Rainy,Local Road,3,0,FALSE,Rear-end,Distracted Driving,TRUE,Crosswalk,Urban,Dimly-lit,80,1011,25-40,Female,54,9,Minor,Summer,Day,FALSE,FALSE,Pedestrian,9,http://trafficdata.pune.example
A-1484,28-02-2024,07:44:14,18.63498009,73.87330744,Low,Rainy,Highway,3,0,TRUE,Rear-end,Road Condition,FALSE,Y-junction,Urban,No lighting,80,1166,Below 18,Female,14,10,Major,Monsoon,Day,TRUE,FALSE,Bus,1,http://trafficdata.pune.example
A-1485,18-01-2024,23:50:01,18.49034432,73.93605339,Low,Cloudy,Local Road,2,4,FALSE,Rollover,Drunk Driving,TRUE,Y-junction,Urban,Well-lit,30,3150,40-60,Male,42,20,Major,Monsoon,Night,FALSE,FALSE,Motorcycle,12,http://trafficdata.pune.example
A-1486,21-05-2024,18:46:06,18.57808361,73.85628158,Low,Clear,Residential,5,4,FALSE,Rear-end,Speeding,FALSE,T-junction,Urban,Well-lit,40,1838,Below 18,Male,43,7,Major,Summer,Night,FALSE,FALSE,Pedestrian,7,http://trafficdata.pune.example
A-1487,26-02-2024,00:23:56,18.5401959,73.76937289,Low,Foggy,Residential,5,2,FALSE,Rear-end,Road Condition,TRUE,T-junction,Urban,Dimly-lit,70,3646,Above 60,Female,51,10,Minor,Winter,Day,FALSE,FALSE,Truck,12,http://trafficdata.pune.example
A-1488,17-04-2024,12:41:33,18.47281636,73.80414572,Low,Rainy,Highway,4,3,TRUE,Side-impact,Distracted Driving,FALSE,Crosswalk,Rural,No lighting,80,2198,Above 60,Male,52,29,Minor,Monsoon,Day,FALSE,TRUE,Motorcycle,9,http://trafficdata.pune.example
A-1489,31-01-2024,10:17:04,18.51161374,73.86450584,Severe,Foggy,Highway,2,1,FALSE,Side-impact,Road Condition,FALSE,Crosswalk,Urban,Well-lit,70,1110,Below 18,Male,51,17,Minor,Winter,Day,FALSE,FALSE,Truck,15,http://trafficdata.pune.example
A-1490,11-01-2024,05:02:30,18.5966969,73.75166245,Low,Stormy,Intersection,5,2,FALSE,Pedestrian,Distracted Driving,FALSE,Crosswalk,Urban,Well-lit,30,4439,Below 18,Male,19,8,Minor,Monsoon,Night,FALSE,FALSE,Motorcycle,8,http://trafficdata.pune.example
A-1491,10-02-2024,07:57:31,18.60485431,73.7914148,Moderate,Stormy,Residential,1,1,FALSE,Side-impact,Road Condition,FALSE,No Intersection,Urban,Dimly-lit,100,2389,25-40,Male,27,6,Minor,Winter,Night,TRUE,TRUE,Truck,17,http://trafficdata.pune.example
A-1492,09-03-2024,06:34:37,18.58128873,73.93132516,Severe,Cloudy,Residential,4,4,TRUE,Pedestrian,Distracted Driving,FALSE,No Intersection,Rural,Dimly-lit,100,1244,25-40,Male,13,21,Fatal,Winter,Night,FALSE,FALSE,Bus,0,http://trafficdata.pune.example
A-1493,29-11-2024,07:42:59,18.45051668,73.89019613,Severe,Clear,Local Road,1,4,FALSE,Head-on,Weather Conditions,FALSE,No Intersection,Rural,No lighting,100,4460,25-40,Female,10,15,Minor,Monsoon,Day,FALSE,FALSE,Pedestrian,1,http://trafficdata.pune.example
A-1494,03-06-2024,18:43:38,18.52253255,73.94815686,Low,Rainy,Highway,5,0,FALSE,Head-on,Distracted Driving,FALSE,Crosswalk,Urban,No lighting,100,2763,Above 60,Male,31,22,Minor,Winter,Day,FALSE,FALSE,Motorcycle,7,http://trafficdata.pune.example
A-1495,24-02-2024,00:14:03,18.60318421,73.90751393,Moderate,Stormy,Residential,4,2,FALSE,Pedestrian,Road Condition,FALSE,Roundabout,Urban,Well-lit,80,1722,Above 60,Male,50,27,Major,Monsoon,Night,TRUE,TRUE,Motorcycle,10,http://trafficdata.pune.example
A-1496,30-03-2024,10:30:44,18.46219126,73.8568934,Low,Stormy,Expressway,4,3,FALSE,Rear-end,Speeding,FALSE,T-junction,Rural,No lighting,50,3637,Below 18,Male,45,28,Major,Winter,Night,FALSE,TRUE,Bus,1,http://trafficdata.pune.example
A-1497,24-04-2024,14:58:54,18.48664326,73.76423672,Low,Foggy,Local Road,4,4,FALSE,Head-on,Weather Conditions,TRUE,Y-junction,Urban,Dimly-lit,40,2094,25-40,Female,46,7,Minor,Winter,Day,TRUE,TRUE,Pedestrian,6,http://trafficdata.pune.example
A-1498,10-10-2024,01:44:47,18.50999641,73.90107139,Moderate,Clear,Expressway,4,3,FALSE,Side-impact,Drunk Driving,FALSE,T-junction,Rural,No lighting,70,4822,25-40,Female,43,25,Major,Monsoon,Day,FALSE,FALSE,Car,7,http://trafficdata.pune.example
A-1499,15-08-2024,02:01:17,18.48417712,73.76086805,Severe,Clear,Expressway,4,0,FALSE,Head-on,Drunk Driving,FALSE,Crosswalk,Urban,Dimly-lit,80,4802,40-60,Male,36,24,Minor,Winter,Day,TRUE,FALSE,Car,7,http://trafficdata.pune.example
A-1500,19-05-2024,04:53:21,18.63192147,73.93686142,Low,Rainy,Local Road,3,1,FALSE,Rollover,Weather Conditions,FALSE,No Intersection,Urban,No lighting,100,1922,18-25,Male,29,14,Minor,Summer,Night,FALSE,FALSE,Motorcycle,2,http://trafficdata.pune.example
A-1501,11-08-2024,08:08:56,18.62710552,73.86787191,Low,Cloudy,Expressway,3,1,FALSE,Rear-end,Road Condition,FALSE,No Intersection,Rural,Dimly-lit,30,2725,Above 60,Male,36,12,Minor,Summer,Day,FALSE,FALSE,Motorcycle,16,http://trafficdata.pune.example
A-1502,30-01-2024,05:31:06,18.55738552,73.81165895,Low,Clear,Intersection,4,1,FALSE,Head-on,Road Condition,FALSE,Crosswalk,Urban,Well-lit,70,1773,25-40,Male,49,10,Minor,Winter,Day,FALSE,FALSE,Bicycle,8,http://trafficdata.pune.example
A-1503,19-09-2024,11:54:36,18.52472292,73.76497799,Low,Rainy,Intersection,3,4,FALSE,Rollover,Drunk Driving,FALSE,Crosswalk,Urban,No lighting,30,2560,Below 18,Male,31,29,Minor,Winter,Night,FALSE,FALSE,Bus,16,http://trafficdata.pune.example
A-1504,16-01-2024,00:02:38,18.51504607,73.76921238,Moderate,Foggy,Expressway,4,3,FALSE,Side-impact,Weather Conditions,TRUE,Roundabout,Urban,Dimly-lit,50,3493,25-40,Male,11,10,Minor,Summer,Night,FALSE,TRUE,Motorcycle,12,http://trafficdata.pune.example
A-1505,30-12-2024,14:16:35,18.56553389,73.88404947,Moderate,Stormy,Highway,5,4,FALSE,Rear-end,Distracted Driving,FALSE,Crosswalk,Urban,No lighting,30,1337,Above 60,Male,25,8,Minor,Winter,Day,FALSE,TRUE,Car,8,http://trafficdata.pune.example
A-1506,11-02-2024,14:57:10,18.57692929,73.88554098,Low,Rainy,Intersection,4,3,FALSE,Rollover,Distracted Driving,FALSE,Crosswalk,Rural,Well-lit,60,3252,Below 18,Male,19,23,Minor,Monsoon,Night,FALSE,FALSE,Car,16,http://trafficdata.pune.example
A-1507,12-08-2024,17:53:58,18.64114702,73.89826953,Low,Clear,Expressway,1,1,TRUE,Pedestrian,Road Condition,TRUE,T-junction,Urban,Dimly-lit,30,3447,18-25,Male,43,22,Minor,Winter,Night,FALSE,FALSE,Car,6,http://trafficdata.pune.example
A-1508,09-10-2024,23:42:27,18.45828955,73.93324008,Low,Cloudy,Highway,1,4,FALSE,Pedestrian,Weather Conditions,FALSE,Crosswalk,Rural,Dimly-lit,60,4388,Below 18,Female,5,25,Minor,Winter,Day,TRUE,FALSE,Car,2,http://trafficdata.pune.example
A-1509,26-10-2024,22:43:48,18.45406259,73.82573162,Low,Cloudy,Intersection,1,0,FALSE,Head-on,Road Condition,FALSE,Roundabout,Urban,Dimly-lit,30,2700,Above 60,Female,55,12,Minor,Winter,Night,FALSE,FALSE,Truck,7,http://trafficdata.pune.example
A-1510,14-08-2024,20:46:09,18.53606329,73.81023336,Low,Stormy,Residential,4,2,TRUE,Head-on,Distracted Driving,FALSE,Y-junction,Rural,No lighting,80,1019,18-25,Male,57,26,Minor,Winter,Night,FALSE,FALSE,Truck,3,http://trafficdata.pune.example
A-1511,14-01-2024,02:24:24,18.62935032,73.94233602,Low,Cloudy,Local Road,2,0,FALSE,Pedestrian,Drunk Driving,FALSE,Crosswalk,Rural,No lighting,60,2158,Above 60,Male,19,20,Minor,Winter,Day,FALSE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-1512,26-01-2024,22:39:56,18.5703352,73.94896259,Low,Rainy,Highway,4,1,FALSE,Side-impact,Speeding,FALSE,Roundabout,Urban,Well-lit,100,4179,Below 18,Female,16,25,Minor,Winter,Day,FALSE,FALSE,Pedestrian,10,http://trafficdata.pune.example
A-1513,22-10-2024,09:13:21,18.52307598,73.84908791,Low,Stormy,Local Road,2,4,TRUE,Rollover,Drunk Driving,FALSE,Crosswalk,Urban,No lighting,50,3087,40-60,Male,56,4,Minor,Summer,Day,TRUE,TRUE,Car,11,http://trafficdata.pune.example
A-1514,29-11-2024,10:52:22,18.62511818,73.84547097,Moderate,Stormy,Highway,4,3,FALSE,Head-on,Road Condition,FALSE,Roundabout,Urban,Well-lit,60,4691,Above 60,Female,46,25,Major,Winter,Day,FALSE,FALSE,Car,5,http://trafficdata.pune.example
A-1515,25-06-2024,14:22:58,18.49859526,73.92359157,Low,Rainy,Expressway,3,1,FALSE,Rollover,Distracted Driving,FALSE,Y-junction,Urban,No lighting,70,2714,40-60,Male,47,4,Minor,Summer,Day,FALSE,TRUE,Truck,15,http://trafficdata.pune.example
A-1516,10-07-2024,10:04:49,18.5317818,73.92433093,Severe,Rainy,Intersection,3,1,FALSE,Rollover,Speeding,FALSE,Roundabout,Rural,Dimly-lit,30,1888,Above 60,Male,15,7,Minor,Summer,Night,FALSE,FALSE,Truck,14,http://trafficdata.pune.example
A-1517,25-09-2024,11:27:05,18.56730251,73.76071466,Low,Stormy,Highway,4,2,TRUE,Pedestrian,Distracted Driving,FALSE,Y-junction,Urban,Well-lit,60,2586,Above 60,Other,16,12,Minor,Winter,Night,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-1518,20-09-2024,20:56:40,18.54171006,73.91986269,Moderate,Foggy,Local Road,4,4,FALSE,Head-on,Weather Conditions,TRUE,Crosswalk,Urban,Dimly-lit,100,3674,18-25,Male,10,29,Minor,Summer,Day,FALSE,FALSE,Motorcycle,13,http://trafficdata.pune.example
A-1519,30-04-2024,15:28:55,18.45376488,73.79303656,Moderate,Cloudy,Expressway,3,1,FALSE,Head-on,Distracted Driving,FALSE,No Intersection,Rural,No lighting,40,4497,25-40,Female,12,15,Minor,Monsoon,Night,FALSE,TRUE,Pedestrian,15,http://trafficdata.pune.example
A-1520,30-09-2024,04:24:19,18.4948439,73.83708365,Low,Foggy,Intersection,2,4,FALSE,Pedestrian,Road Condition,FALSE,Y-junction,Rural,Dimly-lit,100,2012,18-25,Female,34,26,Minor,Winter,Night,FALSE,FALSE,Car,12,http://trafficdata.pune.example
A-1521,08-06-2024,14:57:50,18.64088687,73.79198739,Low,Rainy,Residential,4,1,FALSE,Pedestrian,Distracted Driving,FALSE,Y-junction,Urban,No lighting,60,3279,Above 60,Female,51,22,Minor,Winter,Day,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-1522,11-11-2024,13:42:18,18.45943647,73.82392259,Moderate,Foggy,Highway,1,1,FALSE,Rollover,Weather Conditions,FALSE,Y-junction,Urban,Well-lit,50,1114,Below 18,Male,48,3,Minor,Summer,Day,FALSE,FALSE,Bus,10,http://trafficdata.pune.example
A-1523,18-11-2024,12:43:52,18.456752,73.90691747,Severe,Foggy,Residential,1,0,TRUE,Rear-end,Distracted Driving,FALSE,Roundabout,Urban,Well-lit,30,4746,Below 18,Male,6,8,Minor,Monsoon,Day,FALSE,FALSE,Bicycle,3,http://trafficdata.pune.example
A-1524,10-06-2024,02:23:06,18.52892518,73.75197908,Moderate,Clear,Expressway,3,0,FALSE,Side-impact,Weather Conditions,FALSE,Y-junction,Rural,Dimly-lit,30,2363,Above 60,Male,42,23,Minor,Summer,Day,FALSE,FALSE,Bus,8,http://trafficdata.pune.example
A-1525,24-07-2024,18:40:41,18.53729617,73.75895149,Low,Clear,Local Road,5,1,FALSE,Rear-end,Road Condition,FALSE,Y-junction,Rural,Dimly-lit,100,4649,40-60,Male,52,8,Major,Monsoon,Night,FALSE,TRUE,Motorcycle,2,http://trafficdata.pune.example
A-1526,24-08-2024,12:05:43,18.60085738,73.86299287,Low,Stormy,Intersection,4,2,TRUE,Rollover,Weather Conditions,FALSE,No Intersection,Urban,No lighting,80,1656,Below 18,Male,15,10,Major,Monsoon,Night,FALSE,FALSE,Bicycle,2,http://trafficdata.pune.example
A-1527,25-08-2024,03:40:44,18.50226504,73.8305587,Severe,Rainy,Expressway,4,0,FALSE,Rear-end,Distracted Driving,FALSE,Roundabout,Urban,Dimly-lit,30,2683,40-60,Male,52,16,Major,Summer,Day,FALSE,FALSE,Bicycle,16,http://trafficdata.pune.example
A-1528,04-09-2024,00:19:24,18.63771588,73.92035842,Moderate,Clear,Intersection,3,0,FALSE,Side-impact,Road Condition,TRUE,T-junction,Urban,Dimly-lit,70,4571,40-60,Female,21,26,Minor,Winter,Day,TRUE,TRUE,Bicycle,4,http://trafficdata.pune.example
A-1529,03-03-2024,04:02:52,18.45208796,73.85606016,Moderate,Cloudy,Expressway,1,4,TRUE,Pedestrian,Weather Conditions,TRUE,Roundabout,Urban,Dimly-lit,60,2892,Below 18,Male,16,20,Major,Winter,Night,FALSE,FALSE,Motorcycle,7,http://trafficdata.pune.example
A-1530,06-11-2024,22:01:54,18.45028079,73.87519046,Severe,Cloudy,Intersection,1,0,FALSE,Rear-end,Weather Conditions,FALSE,No Intersection,Urban,Dimly-lit,100,4368,Below 18,Male,20,5,Minor,Monsoon,Day,FALSE,FALSE,Bicycle,14,http://trafficdata.pune.example
